"","ca","dm","ff","uk","jp"
"1072",1.4156,1.4109,5.0105,0.630915,90.45
"1073",1.4025,1.414,4.9945,0.630795,89.03
"1074",1.4032,1.378,4.8805,0.620232,88.5
"1075",1.392,1.3722,4.801,0.619579,86.4
"1076",1.3773,1.4027,4.8705,0.628812,83.4
"1077",1.3709,1.362,4.821,0.619694,80.3
"1078",1.363,1.3825,4.872,0.622084,82.6
"1079",1.3641,1.3746,4.905,0.619848,83.1
"1080",1.3567,1.3804,4.8575,0.628536,83.4
"1081",1.3565,1.4345,5.088,0.636416,86.3
"1082",1.3651,1.4458,5.1425,0.637146,87.27
"1083",1.3696,1.3887,4.885,0.623441,83.2
"1084",1.3802,1.4107,4.958,0.628773,84.7
"1085",1.3813,1.4075,4.9355,0.625391,84.6
"1086",1.3759,1.3945,4.8865,0.62348,84.4
"1087",1.3761,1.3967,4.885,0.631832,85.4
"1088",1.3699,1.385,4.844,0.627549,84.85
"1089",1.3552,1.4058,4.884,0.627825,87.6
"1090",1.3601,1.3866,4.8235,0.627471,87.5
"1091",1.3576,1.393,4.83,0.627431,87.85
"1092",1.3569,1.3878,4.795,0.622937,88.9
"1093",1.3603,1.4084,4.87,0.625117,91.6
"1094",1.3584,1.4758,5.0535,0.643791,98.4
"1095",1.358,1.4843,5.0785,0.650787,97.2
"1096",1.338,1.4766,5.076,0.647124,98.3
"1097",1.3391,1.4765,5.091,0.645661,98.7
"1098",1.3543,1.4855,5.119,0.645161,101.9
"1099",1.3608,1.4834,5.0965,0.646454,104.25
"1100",1.3493,1.4333,4.928,0.638366,100.65
"1101",1.3308,1.4378,4.96,0.632831,101.5
"1102",1.3371,1.4207,4.9735,0.633673,100.7
"1103",1.339,1.411,4.987,0.634719,100.05
"1104",1.3664,1.3968,4.9015,0.632791,100.4
"1105",1.3475,1.4113,4.9005,0.632991,102.2
"1106",1.3572,1.4157,4.882,0.632391,103.1
"1107",1.3554,1.4011,4.85,0.639877,101.3
"1108",1.3529,1.4087,4.863,0.641437,101.4
"1109",1.3585,1.4369,4.9225,0.651126,101.3
"1110",1.3654,1.4387,4.9665,0.649351,101.4
"1111",1.3762,1.4506,5.0205,0.652742,101.62
"1112",1.3671,1.4416,4.9605,0.649815,102
"1113",1.3595,1.435,4.911,0.643708,102.5
"1114",1.3525,1.4374,4.915,0.643542,105.15
"1115",1.3647,1.4398,4.93,0.64704,104.4
"1116",1.3687,1.4617,5.0015,0.651593,106.1
"1117",1.3702,1.485,5.091,0.662032,106.25
"1118",1.3743,1.4918,5.1215,0.663702,107.25
"1119",1.3659,1.4758,5.07,0.650745,105.8
"1120",1.3787,1.4698,5.066,0.649435,106.75
"1121",1.3785,1.4526,5.014,0.647878,105.25
"1122",1.3748,1.4563,4.998,0.649984,104.4
"1123",1.3716,1.4782,5.0585,0.654108,105.25
"1124",1.3675,1.4724,5.0405,0.656685,105.3
"1125",1.3597,1.4734,5.044,0.650533,106.38
"1126",1.3633,1.4836,5.0725,0.65716,106.4
"1127",1.3569,1.4811,5.0465,0.655308,107.2
"1128",1.3568,1.4975,5.097,0.657722,108.25
"1129",1.3564,1.5092,5.123,0.663834,108.42
"1130",1.3618,1.5224,5.14,0.660589,106.5
"1131",1.3623,1.5343,5.193,0.667646,105.25
"1132",1.3681,1.5246,5.135,0.661157,105.35
"1133",1.3683,1.5319,5.1955,0.659239,105.9
"1134",1.3722,1.5417,5.2195,0.66212,107.3
"1135",1.3715,1.547,5.237,0.65937,108.8
"1136",1.3657,1.5318,5.191,0.646747,108.9
"1137",1.3666,1.537,5.208,0.651169,109.35
"1138",1.368,1.5158,5.154,0.647291,107.95
"1139",1.3609,1.5298,5.1745,0.648929,109.15
